incident_date,incident_location,incident_description,offender_info,user_reaction,evidence,incident_type
2024-08-09,아파트 현관,혐오성 발언으로 모욕감을 주었습니다.,조 모 집주인,목격자를 확보하려 노력함,방범용 카메라 영상,일반 괴롭힘
2024-12-16,휴게실,업무와 무관한 사생활에 대해 질문하고 간섭했습니다.,이 모 계약직,회사 내 고충처리절차를 진행함,업무 문서 사본,직장 내 괴롭힘
2024-09-04,사내 주차장,사적인 관계를 강요하며 업무상 불이익을 암시했습니다.,김 모 차장,즉시 자리를 피했으며 인사팀에 보고함,업무 문서 사본,직장 내 괴롭힘
2024-08-28,회식 장소,강제로 술을 권하며 불쾌한 행동을 했습니다.,박 모 계약직,문제제기하고 사과를 요구함,업무 문서 사본,직장 내 괴롭힘
2024-06-18,주택가 골목길,지속적으로 쳐다보며 불쾌감을 주었습니다.,권 모 경비원,주변 상점/기관에 도움을 요청함,112 신고 기록,일반 괴롭힘
2024-05-15,워크숍,외모에 대한 부적절한 발언을 했습니다.,전 모 사원,자리를 피해 즉시 귀가함,인사팀 면담 기록,직장 내 괴롭힘
2024-03-18,구내식당,업무와 무관한 사생활에 대해 질문하고 간섭했습니다.,윤 모 거래처 직원,문제제기하고 사과를 요구함,동료들의 진술서,직장 내 괴롭힘
2024-06-28,아파트 엘리베이터,혐오성 발언으로 모욕감을 주었습니다.,이 모 지인,즉시 자리를 피해 안전한 곳으로 이동함,방범용 카메라 영상,일반 괴롭힘
2024-01-20,탕비실,업무 평가와 관련하여 사적인 만남을 요구했습니다.,안 모 부장,문제제기하고 사과를 요구함,동료들의 진술서,직장 내 괴롭힘
2024-04-19,야유회 장소,사적인 관계를 강요하며 업무상 불이익을 암시했습니다.,서 모 이사,즉시 자리를 피했으며 인사팀에 보고함,인사팀 면담 기록,직장 내 괴롭힘
2024-11-21,공원,집까지 따라왔습니다.,임 모 온라인 지인,방범대/경비실에 신고함,목격자 연락처,일반 괴롭힘
2024-12-11,구내식당,업무 평가와 관련하여 사적인 만남을 요구했습니다.,송 모 과장,다른 동료들과 함께 퇴근함,사내 보안카메라 영상,직장 내 괴롭힘
2024-11-21,엘리베이터,사적인 관계를 강요하며 업무상 불이익을 암시했습니다.,안 모 시설 관리자,불편함을 표시하고 상사에게 보고함,인사팀 면담 기록,직장 내 괴롭힘
2024-10-21,도서관,사진을 무단으로 촬영했습니다.,정 모 배달원,큰 소리로 거부 의사를 표현함,휴대폰 촬영 영상,일반 괴롭힘
2024-06-26,사내 메신저,업무와 무관한 개인적인 메시지를 보냈습니다.,강 모 시설 관리자,답장하지 않고 증거로 보관함,업무 문서 사본,직장 내 괴롭힘
2024-05-12,영화관,지속적으로 쳐다보며 불쾌감을 주었습니다.,오 모 전 연인,경찰에 신고함,블랙박스 영상,일반 괴롭힘
2024-01-22,도서관,따라오며 위협감을 주었습니다.,강 모 관리인,주변에 도움을 요청함,목격자 증언,일반 괴롭힘
2024-10-30,사내 주차장,퇴근 시간에 강제로 배웅을 하려 했습니다.,황 모 거래처 직원,직장 내 상담센터에 상담을 요청함,회사 출입 기록,직장 내 괴롭힘
2024-04-21,주택가 골목길,혐오성 발언으로 모욕감을 주었습니다.,황 모 서비스직원,주변에 도움을 요청함,휴대폰 촬영 영상,일반 괴롭힘
2024-08-04,아파트 엘리베이터,주변을 맴돌며 불안감을 조성했습니다.,강 모 전 직장동료,큰 소리로 거부 의사를 표현함,목격자 증언,일반 괴롭힘
2024-03-22,워크숍,다른 직원들 앞에서 성차별적 비하 발언을 했습니다.,윤 모 인턴,문제제기하고 사과를 요구함,업무 이메일 내역,직장 내 괴롭힘
2024-07-16,수영장,혐오성 발언으로 모욕감을 주었습니다.,정 모 모르는 사람,주변에 도움을 요청함,차량 블랙박스 영상,일반 괴롭힘
2024-12-08,아파트 주차장,고의적으로 밀치거나 충돌했습니다.,안 모 강사,112에 신고하고 대기함,방범용 카메라 영상,일반 괴롭힘
2024-01-08,공원,사진을 무단으로 촬영했습니다.,류 모 전 연인,목격자를 확보하려 노력함,목격자 증언,일반 괴롭힘
2024-05-10,회식 장소,불필요한 사적인 만남을 강요했습니다.,안 모 부장,직장 내 상담센터에 상담을 요청함,업무 이메일 내역,직장 내 괴롭힘
2024-07-20,아파트 현관,지속적으로 쳐다보며 불쾌감을 주었습니다.,박 모 전 직장동료,주변에 도움을 요청함,112 신고 기록,일반 괴롭힘
2024-10-24,사무실,부적절한 신체 접촉을 시도했습니다.,한 모 과장,답장하지 않고 증거로 보관함,업무 문서 사본,직장 내 괴롭힘
2024-10-19,버스,지속적으로 쳐다보며 불쾌감을 주었습니다.,정 모 관리인,방범대/경비실에 신고함,112 신고 기록,일반 괴롭힘
2024-10-08,버스,반복적으로 접근을 시도했습니다.,강 모 지인,목격자를 확보하려 노력함,차량 블랙박스 영상,일반 괴롭힘
2024-12-25,프린터실,외모에 대한 부적절한 발언을 했습니다.,신 모 대표,답장하지 않고 증거로 보관함,사내 보안카메라 영상,직장 내 괴롭힘
2024-12-13,복도,강제로 술을 권하며 불쾌한 행동을 했습니다.,전 모 차장,즉시 자리를 피했으며 인사팀에 보고함,업무용 메신저 대화 내역,직장 내 괴롭힘
2024-09-12,야유회 장소,부적절한 신체 접촉을 시도했습니다.,이 모 대리,자리를 피해 즉시 귀가함,업무 문서 사본,직장 내 괴롭힘
2024-09-08,영화관,원치 않는 선물을 강요했습니다.,송 모 세입자,즉시 자리를 피해 안전한 곳으로 이동함,휴대폰 촬영 영상,일반 괴롭힘
2024-07-16,휴게실,회식 자리에서 특정 자리에 앉도록 강요했습니다.,서 모 알바생,불편함을 표시하고 상사에게 보고함,회사 출입 기록,직장 내 괴롭힘
2024-02-06,카페,지속적으로 쳐다보며 불쾌감을 주었습니다.,안 모 관리인,주변에 도움을 요청함,휴대폰 촬영 영상,일반 괴롭힘
2024-11-29,계단,외모에 대한 부적절한 발언을 했습니다.,류 모 인턴,즉시 자리를 피했으며 인사팀에 보고함,업무용 메신저 대화 내역,직장 내 괴롭힘
2024-11-04,아파트 현관,혐오성 발언으로 모욕감을 주었습니다.,류 모 매장직원,사진/동영상 증거를 확보함,112 신고 기록,일반 괴롭힘
2024-03-19,카페,고의적으로 밀치거나 충돌했습니다.,신 모 세입자,방범대/경비실에 신고함,휴대폰 촬영 영상,일반 괴롭힘
2024-05-24,지하철,사진을 무단으로 촬영했습니다.,서 모 전 직장동료,다른 사람들이 있는 곳으로 이동함,휴대폰 촬영 영상,일반 괴롭힘
2024-04-07,아파트 복도,고의적으로 밀치거나 충돌했습니다.,신 모 강사,주변 상점/기관에 도움을 요청함,블랙박스 영상,일반 괴롭힘
2024-07-21,복도,회의 중 반복적으로 비하성 발언을 했습니다.,장 모 대리,거절 의사를 분명히 표현함,업무 이메일 내역,직장 내 괴롭힘
2024-10-20,탕비실,업무 시간 외 지속적으로 연락을 시도했습니다.,권 모 이사,거절 의사를 분명히 표현함,동료들의 진술서,직장 내 괴롭힘
2024-06-05,회의실,사적인 관계를 강요하며 업무상 불이익을 암시했습니다.,임 모 차장,문제제기하고 사과를 요구함,사내 CCTV 영상,직장 내 괴롭힘
2024-01-02,회식 장소,다른 직원들 앞에서 성차별적 비하 발언을 했습니다.,권 모 사원,거절 의사를 분명히 표현함,사내 CCTV 영상,직장 내 괴롭힘
2024-02-14,사무실,업무 평가와 관련하여 사적인 만남을 요구했습니다.,박 모 사원,즉시 자리를 피했으며 인사팀에 보고함,업무 문서 사본,직장 내 괴롭힘
2024-04-22,사내 메신저,부적절한 신체 접촉을 시도했습니다.,조 모 인턴,회사 내 고충처리절차를 진행함,동료들의 진술서,직장 내 괴롭힘
2024-03-01,주택가 골목길,혐오성 발언으로 모욕감을 주었습니다.,오 모 강사,주변에 도움을 요청함,블랙박스 영상,일반 괴롭힘
2024-07-03,사내 메신저,불필요한 사적인 만남을 강요했습니다.,최 모 부장,다른 동료들과 함께 퇴근함,회사 전화 통화 기록,직장 내 괴롭힘
2024-02-25,아파트 주차장,따라오며 위협감을 주었습니다.,권 모 강사,사진/동영상 증거를 확보함,방범용 카메라 영상,일반 괴롭힘
2024-03-15,회식 장소,업무와 무관한 사생활에 대해 질문하고 간섭했습니다.,황 모 과장,거절 의사를 분명히 표현함,사내 CCTV 영상,직장 내 괴롭힘
2024-11-27,탕비실,부적절한 신체 접촉을 시도했습니다.,장 모 거래처 직원,자리를 피해 즉시 귀가함,업무 문서 사본,직장 내 괴롭힘
2024-09-20,식당,혐오성 발언으로 모욕감을 주었습니다.,전 모 배달원,사진/동영상 증거를 확보함,공공장소 CCTV 영상,일반 괴롭힘
2024-06-13,영화관,반복적으로 접근을 시도했습니다.,류 모 모르는 사람,다른 사람들이 있는 곳으로 이동함,112 신고 기록,일반 괴롭힘
2024-05-07,야유회 장소,회의 중 반복적으로 비하성 발언을 했습니다.,정 모 이사,문제제기하고 사과를 요구함,사내 CCTV 영상,직장 내 괴롭힘
2024-05-31,마트,원치 않는 대화를 강요했습니다.,한 모 온라인 지인,즉시 자리를 피해 안전한 곳으로 이동함,목격자 연락처,일반 괴롭힘
2024-10-08,도서관,혐오성 발언으로 모욕감을 주었습니다.,이 모 경비원,목격자를 확보하려 노력함,112 신고 기록,일반 괴롭힘
2024-08-06,엘리베이터,다른 직원들 앞에서 성차별적 비하 발언을 했습니다.,윤 모 과장,자리를 피해 즉시 귀가함,동료들의 진술서,직장 내 괴롭힘
2024-05-14,워크숍,부적절한 신체 접촉을 시도했습니다.,오 모 인턴,답장하지 않고 증거로 보관함,회의록,직장 내 괴롭힘
2024-02-10,주택가 골목길,집까지 따라왔습니다.,최 모 모르는 사람,목격자를 확보하려 노력함,블랙박스 영상,일반 괴롭힘
2024-09-28,공원,집까지 따라왔습니다.,강 모 매장직원,경찰에 신고함,목격자 연락처,일반 괴롭힘
2024-12-26,수영장,부적절한 신체 노출을 했습니다.,오 모 경비원,112에 신고하고 대기함,목격자 증언,일반 괴롭힘
2024-08-28,휴게실,업무와 무관한 개인적인 메시지를 보냈습니다.,임 모 이사,자리를 피해 즉시 귀가함,인사팀 면담 기록,직장 내 괴롭힘
2024-01-15,버스,반복적으로 접근을 시도했습니다.,오 모 온라인 지인,112에 신고하고 대기함,방범용 카메라 영상,일반 괴롭힘
2024-03-16,회식 장소,업무 시간 외 지속적으로 연락을 시도했습니다.,류 모 부장,불편함을 표시하고 상사에게 보고함,회사 출입 기록,직장 내 괴롭힘
2024-07-03,사무실,업무 분담에서 의도적인 차별을 했습니다.,서 모 차장,즉시 자리를 피했으며 인사팀에 보고함,회사 전화 통화 기록,직장 내 괴롭힘
2024-09-17,카페테리아,회의 중 반복적으로 비하성 발언을 했습니다.,조 모 외부 강사,답장하지 않고 증거로 보관함,회의록,직장 내 괴롭힘
2024-09-16,버스,큰 소리로 위협적인 발언을 했습니다.,오 모 지인,큰 소리로 거부 의사를 표현함,SNS 메시지 캡처,일반 괴롭힘
2024-04-07,영화관,주변을 맴돌며 불안감을 조성했습니다.,윤 모 지인,주변 상점/기관에 도움을 요청함,112 신고 기록,일반 괴롭힘
2024-08-09,아파트 복도,반복적으로 접근을 시도했습니다.,황 모 전 직장동료,큰 소리로 거부 의사를 표현함,차량 블랙박스 영상,일반 괴롭힘
2024-01-16,카페,원치 않는 대화를 강요했습니다.,최 모 집주인,주변에 도움을 요청함,주변 상점 CCTV,일반 괴롭힘
2024-12-19,구내식당,강제로 술을 권하며 불쾌한 행동을 했습니다.,이 모 대리,자리를 피해 즉시 귀가함,업무 문서 사본,직장 내 괴롭힘
2024-07-14,야유회 장소,업무 시간 외 지속적으로 연락을 시도했습니다.,이 모 거래처 직원,즉시 자리를 피했으며 인사팀에 보고함,업무용 메신저 대화 내역,직장 내 괴롭힘
2024-04-07,사무실,업무 시간 외 지속적으로 연락을 시도했습니다.,김 모 알바생,회사 내 고충처리절차를 진행함,사내 CCTV 영상,직장 내 괴롭힘
2024-06-02,버스,고의적으로 밀치거나 충돌했습니다.,최 모 지인,주변 상점/기관에 도움을 요청함,블랙박스 영상,일반 괴롭힘
2024-05-01,엘리베이터,성차별적 발언으로 불쾌감을 주었습니다.,오 모 차장,자리를 피해 즉시 귀가함,동료들의 진술서,직장 내 괴롭힘
2024-11-11,아파트 현관,혐오성 발언으로 모욕감을 주었습니다.,오 모 매장직원,112에 신고하고 대기함,블랙박스 영상,일반 괴롭힘
2024-03-12,아파트 복도,지속적으로 쳐다보며 불쾌감을 주었습니다.,안 모 지인,큰 소리로 거부 의사를 표현함,차량 블랙박스 영상,일반 괴롭힘
2024-04-17,아파트 현관,지속적으로 쳐다보며 불쾌감을 주었습니다.,송 모 지인,방범대/경비실에 신고함,목격자 연락처,일반 괴롭힘
2024-07-31,엘리베이터,성차별적 발언으로 불쾌감을 주었습니다.,송 모 대리,자리를 피해 즉시 귀가함,동료들의 진술서,직장 내 괴롭힘
2024-06-06,복도,성차별적 발언으로 불쾌감을 주었습니다.,전 모 대표,자리를 피해 즉시 귀가함,동료들의 진술서,직장 내 괴롭힘
2024-04-22,구내식당,성차별적 발언으로 불쾌감을 주었습니다.,류 모 과장,다른 동료들과 함께 퇴근함,동료들의 진술서,직장 내 괴롭힘
2024-10-03,수영장,고의적으로 밀치거나 충돌했습니다.,한 모 서비스직원,경찰에 신고함,차량 블랙박스 영상,일반 괴롭힘
2024-07-28,계단,회식 자리에서 특정 자리에 앉도록 강요했습니다.,황 모 과장,다른 동료들과 함께 퇴근함,사내 보안카메라 영상,직장 내 괴롭힘
2024-08-12,계단,불필요한 사적인 만남을 강요했습니다.,신 모 계약직,불편함을 표시하고 상사에게 보고함,인사팀 면담 기록,직장 내 괴롭힘
2024-10-20,카페,고의적으로 밀치거나 충돌했습니다.,서 모 세입자,112에 신고하고 대기함,차량 블랙박스 영상,일반 괴롭힘
2024-08-11,계단,퇴근 시간에 강제로 배웅을 하려 했습니다.,이 모 사원,즉시 자리를 피했으며 인사팀에 보고함,회사 전화 통화 기록,직장 내 괴롭힘
2024-07-17,아파트 현관,혐오성 발언으로 모욕감을 주었습니다.,류 모 전 직장동료,방범대/경비실에 신고함,공공장소 CCTV 영상,일반 괴롭힘
2024-03-11,수영장,길을 막고 지나가지 못하게 했습니다.,김 모 서비스직원,목격자를 확보하려 노력함,주변 상점 CCTV,일반 괴롭힘
2024-09-30,탕비실,업무 시간 외 지속적으로 연락을 시도했습니다.,윤 모 인턴,답장하지 않고 증거로 보관함,업무 이메일 내역,직장 내 괴롭힘
2024-06-13,사내 주차장,회식 자리에서 특정 자리에 앉도록 강요했습니다.,임 모 부장,문제제기하고 사과를 요구함,회의록,직장 내 괴롭힘
2024-04-02,휴게실,업무 분담에서 의도적인 차별을 했습니다.,김 모 인턴,거절 의사를 분명히 표현함,사내 CCTV 영상,직장 내 괴롭힘
2024-10-01,아파트 주차장,큰 소리로 위협적인 발언을 했습니다.,안 모 전 연인,주변 상점/기관에 도움을 요청함,휴대폰 촬영 영상,일반 괴롭힘
2024-04-25,엘리베이터,업무 시간 외 지속적으로 연락을 시도했습니다.,김 모 대리,자리를 피해 즉시 귀가함,동료들의 진술서,직장 내 괴롭힘
2024-02-08,지하철,주변을 맴돌며 불안감을 조성했습니다.,김 모 매장직원,주변에 도움을 요청함,목격자 연락처,일반 괴롭힘
2024-01-20,수영장,지속적으로 쳐다보며 불쾌감을 주었습니다.,최 모 강사,방범대/경비실에 신고함,휴대폰 촬영 영상,일반 괴롭힘
2024-09-18,사내 주차장,사적인 관계를 강요하며 업무상 불이익을 암시했습니다.,전 모 대표,답장하지 않고 증거로 보관함,회사 출입 기록,직장 내 괴롭힘
2024-04-13,카페,길을 막고 지나가지 못하게 했습니다.,권 모 강사,주변 상점/기관에 도움을 요청함,목격자 연락처,일반 괴롭힘
2024-02-09,구내식당,외모에 대한 부적절한 발언을 했습니다.,전 모 외부 강사,다른 동료들과 함께 퇴근함,동료들의 진술서,직장 내 괴롭힘
2024-10-09,탕비실,불필요한 사적인 만남을 강요했습니다.,한 모 사원,자리를 피해 즉시 귀가함,업무 이메일 내역,직장 내 괴롭힘
2024-01-04,워크숍,퇴근 시간에 강제로 배웅을 하려 했습니다.,안 모 계약직,불편함을 표시하고 상사에게 보고함,동료들의 진술서,직장 내 괴롭힘
2024-10-10,회의실,업무와 무관한 개인적인 메시지를 보냈습니다.,이 모 계약직,다른 동료들과 함께 퇴근함,동료들의 진술서,직장 내 괴롭힘
2024-08-23,도서관,혐오성 발언으로 모욕감을 주었습니다.,전 모 세입자,즉시 자리를 피해 안전한 곳으로 이동함,방범용 카메라 영상,일반 괴롭힘
2024-03-08,구내식당,부적절한 신체 접촉을 시도했습니다.,오 모 대표,다른 동료들과 함께 퇴근함,업무용 메신저 대화 내역,직장 내 괴롭힘
2024-10-26,엘리베이터,강제로 술을 권하며 불쾌한 행동을 했습니다.,오 모 사원,불편함을 표시하고 상사에게 보고함,인사팀 면담 기록,직장 내 괴롭힘
2024-04-28,카페,혐오성 발언으로 모욕감을 주었습니다.,임 모 택배기사,주변 상점/기관에 도움을 요청함,112 신고 기록,일반 괴롭힘
2024-01-11,사내 주차장,회식 자리에서 특정 자리에 앉도록 강요했습니다.,서 모 시설 관리자,직장 내 상담센터에 상담을 요청함,업무 문서 사본,직장 내 괴롭힘
2024-04-19,엘리베이터,업무 시간 외 지속적으로 연락을 시도했습니다.,송 모 거래처 직원,회사 내 고충처리절차를 진행함,회의록,직장 내 괴롭힘
2024-08-29,엘리베이터,성차별적 발언으로 불쾌감을 주었습니다.,안 모 차장,노동조합에 도움을 요청함,업무용 메신저 대화 내역,직장 내 괴롭힘
2024-11-16,복도,다른 직원들 앞에서 성차별적 비하 발언을 했습니다.,안 모 협력사 직원,문제제기하고 사과를 요구함,인사팀 면담 기록,직장 내 괴롭힘
2024-12-13,지하철,불필요한 신체 접촉을 시도했습니다.,윤 모 전 직장동료,주변 상점/기관에 도움을 요청함,차량 블랙박스 영상,일반 괴롭힘
2024-10-29,휴게실,퇴근 시간에 강제로 배웅을 하려 했습니다.,박 모 거래처 직원,회사 내 고충처리절차를 진행함,사내 CCTV 영상,직장 내 괴롭힘
2024-05-11,구내식당,회의 중 반복적으로 비하성 발언을 했습니다.,정 모 차장,불편함을 표시하고 상사에게 보고함,회사 출입 기록,직장 내 괴롭힘
2024-06-23,워크숍,성차별적 발언으로 불쾌감을 주었습니다.,송 모 대표,거절 의사를 분명히 표현함,회사 전화 통화 기록,직장 내 괴롭힘
2024-11-04,사내 메신저,다른 직원들 앞에서 성차별적 비하 발언을 했습니다.,이 모 협력사 직원,답장하지 않고 증거로 보관함,동료들의 진술서,직장 내 괴롭힘
2024-11-22,버스,사진을 무단으로 촬영했습니다.,조 모 매장직원,큰 소리로 거부 의사를 표현함,목격자 증언,일반 괴롭힘
2024-08-24,사내 메신저,다른 직원들 앞에서 성차별적 비하 발언을 했습니다.,서 모 대표,자리를 피해 즉시 귀가함,업무 이메일 내역,직장 내 괴롭힘
2024-07-04,아파트 현관,지속적으로 쳐다보며 불쾌감을 주었습니다.,신 모 집주인,즉시 자리를 피해 안전한 곳으로 이동함,공공장소 CCTV 영상,일반 괴롭힘
2024-09-16,프린터실,외모에 대한 부적절한 발언을 했습니다.,황 모 이사,즉시 자리를 피했으며 인사팀에 보고함,동료들의 진술서,직장 내 괴롭힘
2024-12-22,사무실,퇴근 시간에 강제로 배웅을 하려 했습니다.,이 모 차장,노동조합에 도움을 요청함,인사팀 면담 기록,직장 내 괴롭힘
2024-12-11,회의실,업무 분담에서 의도적인 차별을 했습니다.,권 모 과장,불편함을 표시하고 상사에게 보고함,회사 출입 기록,직장 내 괴롭힘
2024-06-06,휴게실,업무 시간 외 지속적으로 연락을 시도했습니다.,장 모 시설 관리자,노동조합에 도움을 요청함,회사 전화 통화 기록,직장 내 괴롭힘
2024-09-01,주택가 골목길,주변을 맴돌며 불안감을 조성했습니다.,송 모 온라인 지인,주변 상점/기관에 도움을 요청함,목격자 연락처,일반 괴롭힘
2024-10-14,계단,업무와 무관한 개인적인 메시지를 보냈습니다.,안 모 인턴,답장하지 않고 증거로 보관함,인사팀 면담 기록,직장 내 괴롭힘
2024-05-06,계단,업무와 무관한 사생활에 대해 질문하고 간섭했습니다.,임 모 시설 관리자,즉시 자리를 피했으며 인사팀에 보고함,동료들의 진술서,직장 내 괴롭힘
2024-04-12,구내식당,부적절한 신체 접촉을 시도했습니다.,정 모 차장,거절 의사를 분명히 표현함,회의록,직장 내 괴롭힘
2024-12-13,사내 메신저,업무와 무관한 개인적인 메시지를 보냈습니다.,류 모 차장,회사 내 고충처리절차를 진행함,업무 이메일 내역,직장 내 괴롭힘
2024-11-05,회의실,회식 자리에서 특정 자리에 앉도록 강요했습니다.,안 모 차장,회사 내 고충처리절차를 진행함,회사 전화 통화 기록,직장 내 괴롭힘
